城市,地址,社區,房價(萬)/坪,平均坪數
Taichung-city,中山北路七段８２巷２３號,麗景華廈,60,45
Taichung-city,天母西路//石牌路二段,天母新城,60,None
Taichung-city,忠誠路二段２號,忠誠路華清園,60,None
Taichung-city,光復南路５０１號,白金大廈,60,49
Taichung-city,信安街//嘉興街,皇星佳園,60,None
Taichung-city,延平北路一段１２５號,三豐九鼎,60,None
Taichung-city,延平南路１８１號,廣成大廈,60,None
Taichung-city,杭州南路一段１１３號,濠州大廈,60,None
Taichung-city,成功路二段３１７巷２６號,大華湖閱 天琴,60,86
Taichung-city,松德路//信義路六段//虎林街,國稅局宿舍(南棟),59.9,33
Taichung-city,立農街二段２６４號,天母新宿,59.9,23
Taichung-city,建國北路二段２５８巷２４號,國園華廈,59.9,None
Taichung-city,星雲街２１０巷３５號,大湖春天,59.9,35
Taichung-city,農安街//建國北路三段,北國榮星,59.9,26
Taichung-city,金湖路４０１巷３７號,上善若水別墅,59.9,None
Taichung-city,民權東路六段１２３巷３４弄７號,成功之裔,59.9,40
Taichung-city,八德路四段//松河街,尚群,59.9,33
Taichung-city,行善路３３３巷６６號,公園賞,59.9,None
Taichung-city,撫順街２號,麗仕,59.9,None
Taichung-city,內湖路一段９１巷１０２號,益大元墅,59.9,None
Taichung-city,秀明路一段１２９巷４３號,冠德微山丘,59.9,None
Taichung-city,景興路//景美街,金運金,59.9,16
Taichung-city,復興北路//民生東路三段//民生東路,敦北華城,59.8,35
Taichung-city,新生北路一段７８號,羅馬花園,59.8,32
Taichung-city,承德路三段//承德路,德豐大樓,59.8,35
Taichung-city,羅斯福路四段１６０號,大都市名人,59.8,None
Taichung-city,自強街５巷１４５號,天母芳鄰,59.8,None
Taichung-city,中山北路六段２巷２５號,芝山名園,59.8,None
Taichung-city,中山北路五段//福國路,天母築萃,59.8,None
Taichung-city,文德路５３號,華固碧連天,59.8,62
Taichung-city,成功路五段４２２號,風和日麗,59.7,29
Taichung-city,中正路１２０號,天地華廈,59.7,42
Taichung-city,羅斯福路五段１７０巷２５號,東騰攬翠,59.7,66
Taichung-city,雙城街２之１號,絕代風華,59.7,None
Taichung-city,文德路２１０巷３０弄６號,湖水裔,59.6,None
Taichung-city,內湖路二段４６８號,德安友座,59.6,None
Taichung-city,港墘路１２７巷１８號,茵緣際會,59.6,None
Taichung-city,南京西路２０８號,富利百代,59.6,49
Taichung-city,民權東路六段２９６巷３０號,文心大湖緣,59.5,25
Taichung-city,五原路１５號,時尚之星,59.5,None
Taichung-city,承德路四段３２０號,璞園餘白,59.5,None
Taichung-city,長春路２１７號,長春大樓,59.5,None
Taichung-city,和平東路三段２３０號,國品大樓,59.4,35
Taichung-city,成功路五段８３號,麗湖WYNN,59.4,None
Taichung-city,重慶北路三段６３號,國庭一品,59.4,None
Taichung-city,新富街１２７號,青川富御,59.4,None
Taichung-city,南京東路四段186號,尚業大樓,59.3,27
Taichung-city,基隆路二段１３６號,國際大廈,59.2,None
Taichung-city,通河西街一段３號,圓山仰望,59.2,79
Taichung-city,長春路//新生北路二段,華王,59.2,None
Taichung-city,民權西路９１號,豪華,59.2,None
Taichung-city,辛亥路四段１３２號,環遊市-辛亥站,59.2,31
Taichung-city,經貿二路１５７巷３６弄１０９號,大同明日世界-世界館,59.2,70
Taichung-city,林口街１７６號,東方麒麟,59.1,35
Taichung-city,內湖路一段４７巷２２弄３號,大直龍邸,59.1,31
Taichung-city,民權東路六段２９６巷２６號,民權宮庭,59.1,30
Taichung-city,大直街１５號,大直御花園,59.1,57
Taichung-city,德行東路//士東路,翡翠雙星,59.1,29
Taichung-city,康寧路三段７０巷２號,康寧城堡,59.1,26
Taichung-city,建國北路二段１１９號,向陽福第,59.1,None
Taichung-city,延平北路二段８０號,大稻上埕,59.1,None
Taichung-city,永吉路//松信路,永順大樓,59.1,52
Taichung-city,漢中街１７６號,密原宿,59,None
Taichung-city,金湖路６５巷７號,大漢MVP,59,45
Taichung-city,民權東路六段１９１巷３８弄５號,民權皇家山莊,59,45
Taichung-city,金龍路２２７號,現代名園,59,18
Taichung-city,復興北路//民權東路三段,自立新城,59,51
Taichung-city,辛亥路四段２５２巷６號,敦品(辛亥路四段),59,None
Taichung-city,向陽路１８２號,華固富仕館,59,None
Taichung-city,內湖路一段３２３巷７號,爵堡,58.9,35
Taichung-city,民生西路２７０號,大稻埕皇第,58.9,35
Taichung-city,光明路//中正街,正隆麗池,58.9,None
Taichung-city,西安街二段２７５巷５號,陽明賞,58.9,None
Taichung-city,福志路１１０號,官峰A+,58.9,None
Taichung-city,行善路３３３巷８８號,琉森花園,58.9,43
Taichung-city,民生東路五段//民生東路,新光大廈,58.8,33
Taichung-city,重慶南路三段//寧波西街,吉慶大樓,58.8,50
Taichung-city,木新路三段９５巷４０號,國泰御園,58.8,53
Taichung-city,承德路七段１６２號,首善,58.8,None
Taichung-city,陽光街１２６號,陽光碧湖,58.7,28
Taichung-city,中山北路七段//天母四路,錦龍華廈,58.7,40
Taichung-city,林森北路４７９號,I－more,58.7,14
Taichung-city,重陽路１２５巷２６號,雅曼尼CASA,58.7,46
Taichung-city,基河路１００號,海洋館,58.7,None
Taichung-city,八德路四段６６０號,新東星大樓,58.7,None
Taichung-city,萬芳路６０之１號,萬芳悠遊市,58.6,23
Taichung-city,吳興街２８４巷５９弄７號,綠光101,58.6,48
Taichung-city,東山路１３６號,天母奇蹟,58.6,26
Taichung-city,明德路１５７號,百福大廈,58.6,None
Taichung-city,林森北路//中山北路二段,京宴,58.6,None
Taichung-city,天玉街３８巷１８弄６號,逸雲大廈,58.6,None
Taichung-city,民權東路六段２５６號,月光奏鳴曲,58.6,None
Taichung-city,瑞安街１４２巷１８號,瑞安新貴,58.6,None
Taichung-city,格致路１７７號,御陽明,58.6,None
Taichung-city,忠孝東路六段//東新街,龍華新城,58.5,39
Taichung-city,向陽路//重陽路,皇鼎花園別墅,58.5,None
Taichung-city,建國北路三段５５號,啟鴻大樓,58.5,None
Taichung-city,成功路三段７６巷３１號,長耀豁達-達謙,58.5,None
Taichung-city,民權東路六段１６３巷１９弄９號,忠泰麗池,58.4,None
Taichung-city,松江路５１６號,松樺園,58.4,45
Taichung-city,景美街４３號,景園晶鑽,58.4,None
Taichung-city,承德路三段２１４巷１號,花博苑,58.4,48
Taichung-city,環山路一段１３６巷１２弄１５號,十方意境,58.4,None
Taichung-city,民族西路２８３號,巴里life,58.4,28
Taichung-city,文德路//成功路三段,I-STYLE 愛時代,58.4,30
Taichung-city,中山北路七段１８６號,彤昶大廈,58.3,None
Taichung-city,向陽路２５８巷２５號,慾望城市西城區,58.3,None
Taichung-city,華齡街１８５巷２號,國家園首,58.3,37
Taichung-city,民權東路六段１４５號,雅居,58.3,None
Taichung-city,民族東路７５１號,向虹園,58.3,31
Taichung-city,中山北路五段//福國路//中七街,伊人大廈,58.3,None
Taichung-city,行義路９６巷１１號,盤琚天母,58.3,None
Taichung-city,文德路６６巷１４弄８號,御湖雙璽,58.2,29
Taichung-city,星雲街１５２號,大湖花園,58.2,56
Taichung-city,重慶南路一段//衡陽路,東方大樓,58.2,15
Taichung-city,塔城街//鄭州路,塔城龍門,58.2,49
Taichung-city,三福街９巷２號,雅景花園,58.2,None
Taichung-city,民權東路六段２１５號,蓮園心悅,58.2,65
Taichung-city,新豐街５０號,名人賞Ⅱ,58.2,None
Taichung-city,重慶北路三段１７６號,漢特御邸,58.2,None
Taichung-city,金龍路４７巷１３弄５號,璞園偕樂,58.2,None
Taichung-city,景中街１號,U－PARTY(將捷),58.1,20
Taichung-city,承德路三段３０６號,樂水莊,58.1,34
Taichung-city,民權東路三段,民福大樓,58.1,None
Taichung-city,長沙街二段７６號,吉美真鑽,58.1,40
Taichung-city,羅斯福路六段１５９巷１弄１２號,美麗殿,58,33
Taichung-city,大湖街１３１巷８號,煙波庭社區-別墅,58,99
Taichung-city,興華路１１７號,昇之陽,58,40
Taichung-city,華齡街１７２之１號,植物苑,58,51
Taichung-city,新富街５７號,遠雄新都四季妍,58,72
Taichung-city,民生西路２３１號,邀月大樓,58,None
Taichung-city,歸綏街１４２號,麟居,58,None
Taichung-city,天母東路//天母二路,華琪,58,None
Taichung-city,文德路９６號,文德佳園,58,None
Taichung-city,光復南路１７巷５號,自立新城,58,None
Taichung-city,羅斯福路五段２１８巷３８弄１號,蝶飛鳳舞,57.9,19
Taichung-city,至善路二段１５０號,至善天下,57.9,92
Taichung-city,立農街二段２０２巷１號,基泰雙璽,57.9,54
Taichung-city,金湖路３６９號,大湖高閣,57.9,None
Taichung-city,經貿二路１５７巷５８號,東方麗池,57.9,None
Taichung-city,新生北路一段４０號,文心,57.9,22
Taichung-city,中華路二段//延平南路,中華大廈,57.9,None
Taichung-city,內湖路三段//內湖路二段,碧湖新鑽,57.9,None
Taichung-city,星雲街１６巷６３號,文心馬蒂斯小丘,57.9,71
Taichung-city,中山北路二段６２巷９號,國賓好漾,57.9,16
Taichung-city,自強街６１巷１９號,亞麗璞石,57.9,38
Taichung-city,建國北路二段//建國北路,時春大樓,57.8,None
Taichung-city,成功路四段３２號,宏泰巨星,57.8,52
Taichung-city,松仁路//吳興街,巴黎世家,57.8,51
Taichung-city,延吉街//信義路四段,仁愛凱旋,57.8,None
Taichung-city,新豐街１０６號,筑丰美涵,57.8,49
Taichung-city,士東路８９巷１３號,綠光新第,57.8,None
Taichung-city,南京東路五段３３０號,劍橋世貿吉星,57.8,None
Taichung-city,羅斯福路六段１４２巷２０弄２號,力霸南京,57.8,25
Taichung-city,萬芳路１０５巷１號,棕櫚泉,57.7,31
Taichung-city,園區街５６號,風華,57.7,None
Taichung-city,萬大路７１巷８號,麗植園,57.7,44
Taichung-city,建民路１６１號,曼哈頓C,57.6,13
Taichung-city,康寧路三段５６巷１號,明湖居,57.6,45
Taichung-city,中山北路七段２１９巷８號,富春居,57.6,None
Taichung-city,桂林路１２６號,富都新紳,57.6,52
Taichung-city,寶清街２１號,東京現代居,57.6,None
Taichung-city,重慶北路二段１９７號,三豐國品,57.6,50
Taichung-city,內湖路一段４１１巷９０弄２７號,巷上雲海,57.5,19
Taichung-city,康寧路三段５４-５號,觀湖,57.4,28
Taichung-city,景豐街//興隆路二段,同德新村,57.4,35
Taichung-city,景興路２６２號,伊勢丹,57.4,None
Taichung-city,重陽路３９巷８６號,台北之翼,57.4,30
Taichung-city,向陽路１６６號,成功富邑,57.4,None
Taichung-city,行善路２８１巷１９弄６號,遠雄香堤苑,57.4,88
Taichung-city,羅斯福路五段//萬隆街,景華苑,57.4,None
Taichung-city,天母北路８７巷２弄２３號,天母世爵,57.4,32
Taichung-city,興隆路二段７５號,靜心苑,57.4,None
Taichung-city,承德路三段１７８號,圓山藏美,57.4,42
Taichung-city,康寧路三段９９巷３９弄８４號,豐麒華園,57.3,23
Taichung-city,星雲街１６８巷１號,大湖公園家,57.3,22
Taichung-city,中山北路七段//天玉街//天母一路,天母新村,57.3,None
Taichung-city,松河街７５６號,東方晶鑽,57.3,None
Taichung-city,三合街一段８２巷９３號,宏普新邑,57.3,None
Taichung-city,民權東路六段１１７號,蒙田大道,57.3,51
Taichung-city,華陰街３３號,站前帝王,57.2,41
Taichung-city,中正路４９５號,太平洋霞關,57.1,40
Taichung-city,港墘路１１號,卓越雙星,57.1,54
Taichung-city,三元街２５０號,南海荷風,57.1,42
Taichung-city,中山北路二段１３７巷２４之１號,金晶華廈,57.1,35
Taichung-city,大理街１０１號,德林禮記,57.1,34
Taichung-city,行善路２３３號,華固長島Long Island,57.1,70
Taichung-city,文林北路８６號,遠雄御之邸,57.1,119
Taichung-city,港華街５１巷６號,多美,57.1,16
Taichung-city,內江街１２６號,麗德莊,57.1,None
Taichung-city,萬大路２７７巷２９號,萬大路277巷29號華廈,57.1,None
Taichung-city,德昌街１３１號,萬囍,57.1,None
Taichung-city,松江路//建國北路三段,松江吉祥名廈,57,40
Taichung-city,福華路１８８號,歌林極品,57,141
Taichung-city,興隆路二段４９號,鼎隆苑,57,None
Taichung-city,芝玉路一段１９６號,太子天母,57,65
Taichung-city,昆明街//漢口街二段,西北大樓,57,None
Taichung-city,民生東路五段//民生東路//延壽街,樺園,57,45
Taichung-city,基隆路二段１３１號,東方名宮,57,None
Taichung-city,基隆路二段１３１之８號,康華大樓,57,None
Taichung-city,重慶北路三段１２０巷７１號,美妍苑,57,41
Taichung-city,興中路５６巷９號,寶時捷,56.9,32
Taichung-city,內湖路二段３５７號,天下雄關,56.9,47
Taichung-city,三合街一段８２巷６２弄１６號,家居奇玉,56.9,None
Taichung-city,內湖路一段３８７巷５號,西湖寧境,56.8,40
Taichung-city,基隆路二段１０７之１號,皇家名宮大廈,56.8,39
Taichung-city,歸綏街//寧夏路,靜修豪門,56.8,29
Taichung-city,研究院路一段９９號,太陽大帝,56.8,80
Taichung-city,成功路五段４５巷２號,知森堂,56.8,130
Taichung-city,吉林路１０１號,吉林第一,56.8,None
Taichung-city,寧夏路１４５號,天禧名門,56.8,54
Changhua-county,博愛路２２１號,松濤苑,252.5,None
Changhua-county,忠孝東路五段２３６巷５８號,皇翔御琚,220.9,240
Changhua-county,松勇路１５號,信義富邦,199.7,166
Changhua-county,慶城街５５號,東方文華苑,192.7,382
Changhua-county,明水路４８６號,輕井澤,183,108
Changhua-county,仁愛路三段３３號,仁愛一品,180.7,None
Changhua-county,信義路三段５９號,勤美樸真,178.8,None
Changhua-county,植福路//樂群二路,西華富邦,177.5,None
Changhua-county,信義路三段１７號,安峰,175.9,122
Changhua-county,仁愛路三段１４２號,名人儷宮,160.4,None
Changhua-county,松勇路６９巷２號,台北信義,158.4,127
Changhua-county,和平東路一段//金山南路二段,和平大苑,157.5,None
Changhua-county,愛國西路３０號,元大一品苑,150,167
Changhua-county,松平路８７號,國泰信義富鼎,147.7,165
Changhua-county,天母東路８號,華固天鑄,146.8,None
Changhua-county,松勤街１０５號,御之苑,145.8,198
Changhua-county,松智路１４號,信義之星,143.9,143
Changhua-county,忠孝東路五段//松德路,國家藝術館,137.8,186
Changhua-county,瑞安街１３５巷２７號,瑞安璞石,136.9,None
Changhua-county,樂群二路２６６巷１１０號,帝景水花園三期,136.5,134
Changhua-county,信義路五段９１巷２號,寶徠花園廣場,136.2,98
Changhua-county,信義路二段１１６號,京華苑,135,53
Changhua-county,大安路一段２０２號,仁愛A+,134.5,None
Changhua-county,松勤街９號,新世界,133.6,22
Changhua-county,仁愛路四段４０號,仁愛敦南,131.4,None
Changhua-county,明水路３９９號,吉光片羽,130.6,71
Changhua-county,明水路３９７巷２０號,忠泰園舞曲,129,90
Changhua-county,明水路３９７巷１８弄２號,忠泰風格,128.1,62
Changhua-county,信義路五段９５號,冠德遠見,126.9,None
Changhua-county,基湖路１５７巷１號,帝景水花園二期,126.3,99
Changhua-county,信義路二段２５９號,PARK259,126.1,None
Changhua-county,松勇路//信義路五段,冠德領袖,125,87
Changhua-county,中山北路一段１０９號,醇建築,124.6,None
Changhua-county,永吉路３０巷１０２弄１９號,品信義,124,None
Changhua-county,信義路三段１０５號,菁選集,123.8,11
